id,name_en,name_sanskrit,food_group,calories_per_100g,protein_g,carbs_g,fat_g,fiber_g,vitamins,minerals,rasa,virya,vipaka,guna,dosha_effect,seasonal_suitability,digestion_level,region_common,contraindications,suggested_combinations,therapeutic_uses,recommended_portion
2331,White Wheat,Godhum,Grain,372.3488258799887,7.4419955583698965,82.98719954664392,2.0771527362198383,2.7073348892376865,"E,B2","Copper,Magnesium,Sodium","Katu,Lavana",Shita,Madhura,"Manda,Ruksha","Balances Pitta,Aggravates Kapha","Monsoon,Summer",Guru,"Pan-India,Himalayan",,"Fennel + Mint,Coriander + Coconut","Weight management,Constipation",1 cup cooked
2332,Brown Wheat,Godhum,Grain,307.4481586448937,9.15838215251296,68.16039508485427,5.7867178961924655,3.8420521439093176,A,"Zinc,Sodium,Manganese,Magnesium",Kashaya,Shita,Katu,Snigdha,"Balances Pitta,Reduces Kapha","Spring,Winter",Laghu,"South India,North India","High cholesterol,Obesity,Hypertension","Black pepper + Turmeric,Fennel + Mint","Skin health,Stress relief,Constipation",1 cup cooked
2333,Natural Syrup,Natural Sharkara,Sweetener,410.2785450059754,1.959778240520858,104.74536039630578,1.3756519049250695,0.8831228810198537,"B6,B2,B1,A","Manganese,Sodium,Magnesium,Iron,Calcium","Kashaya,Madhura",Ushna,Madhura,"Guru,Ruksha",Reduces Vata,Winter,Laghu,"North India,Coastal","Fever,Diabetes,Obesity,Kapha imbalance","Black pepper + Turmeric,Fennel + Mint","Liver support,Cooling agent",1 cube
2334,Grass-fed Turkey,Grass-fed Charma,Meat,209.85509225795286,24.733972265431294,5.455089212697446,15.1046521021964,0.729153673815816,"E,C,D,B2","Copper,Sodium",Tikta,Ushna,Madhura,Ruksha,"Aggravates Kapha,Aggravates Vata,Aggravates Pitta",Monsoon,Laghu,"East India,Pan-India","High cholesterol,Heart disease","Black pepper + Turmeric,Coriander + Coconut",Energy booster,1 piece
2335,Ocean Sardine,Ocean Shaphari,Fish,220.60124396455313,22.42926762686155,8.034996940517164,15.287227620710844,0.0912229479579092,"K,B6,B12,E",Calcium,Madhura,Shita,Madhura,"Snigdha,Ruksha",Aggravates Vata,"Summer,Winter",Guru,"Coastal,Himalayan",,"Cumin + Rice,Milk + Ghee,Cloves + Tea",Energy booster,1 fillet
2336,Black Peas,Black Chanaka,Legume,126.18993555694475,9.698796133141272,22.33794805640105,4.269278277138024,6.869243032555931,"C,B2,B6,E","Selenium,Iron,Potassium,Sodium,Zinc",Amla,Shita,Katu,"Guru,Ruksha","Aggravates Kapha,Balances Pitta","Winter,All",Guru,"South India,West India","Bloating,Gas,Vata imbalance",Fennel + Mint,Cooling agent,1 bowl
2337,Himalayan Blend,Himalayan Kalka,Spice,290.20809228881444,12.114899765787461,64.7000327786591,8.8234657630574,25.231344650117784,C,Sodium,"Amla,Katu",Ushna,Amla,Laghu,"Balances Kapha,Reduces Pitta","All,Monsoon",Laghu,South India,"Ulcer,Acidity,Pitta imbalance","Cardamom + Tea,Ginger + Honey,Cloves + Tea","Cooling agent,Stress relief",1g
2338,Roasted Seeds,Roasted Phala,Nut,642.3748151762268,20.719765581695675,15.983901336016606,53.41041124423428,10.629344082948336,K,Selenium,"Kashaya,Madhura",Ushna,Katu,"Laghu,Guru","Aggravates Vata,Reduces Pitta","All,Spring",Guru,East India,,Ginger + Honey,Stress relief,handful
2339,Virgin Butter,Makkhan,Oil,881.8929503979496,1.3663309771414034,0.0,104.34596174201424,0.9899359925055369,"B12,B6,B2,A","Calcium,Manganese,Phosphorus,Iron,Selenium","Katu,Amla",Ushna,Amla,Snigdha,"Balances Kapha,Aggravates Vata,Balances Pitta",All,Laghu,"Coastal,West India","High cholesterol,Kapha imbalance,Obesity",Coriander + Coconut,"Immunity enhancer,Stress relief",1 tsp
2340,Black Peas,Black Masura,Legume,84.76593663726213,10.960921019698771,16.297799024833516,5.575222646618305,8.88877866167323,,"Sodium,Phosphorus,Selenium,Manganese,Magnesium","Kashaya,Madhura",Shita,Katu,Guru,Aggravates Kapha,Summer,Guru,North India,"Liver disease,Vata imbalance,Gas,Allergy,Bloating",Turmeric + Milk,"Immunity enhancer,Stress relief",1 bowl
2341,Organic Sugar,Sharkara,Sweetener,408.75844686316486,0.0,108.9890832445406,0.1626405950315568,1.2016797119588045,"E,B1,K,B2","Phosphorus,Potassium,Copper,Sodium","Lavana,Katu,Tikta",Ushna,Madhura,"Guru,Ruksha","Reduces Kapha,Balances Kapha","Spring,Monsoon",Guru,"Coastal,West India","Diabetes,Obesity,Kapha imbalance","Black pepper + Turmeric,Milk + Ghee,Cumin + Rice",Weight management,1 cube
2342,Organic Nuts,Organic Phala,Nut,554.2938405915902,19.716325225189596,14.961819819157665,52.61373843471819,11.070262905989862,"C,B12,A","Manganese,Magnesium,Zinc,Potassium",Madhura,Ushna,Madhura,"Ruksha,Teekshna","Aggravates Kapha,Reduces Vata","All,Spring",Laghu,Coastal,Pregnancy,"Milk + Ghee,Fennel + Mint,Coriander + Coconut","Energy booster,Constipation",handful
2343,Wild Nuts,Wild Kanda,Nut,621.0770510303646,21.512477778081504,12.218076793517863,49.30756998532353,9.838650559069311,"B3,E,B2","Selenium,Phosphorus,Zinc",Madhura,Ushna,Katu,"Snigdha,Laghu",Balances Vata,"Autumn,Winter",Laghu,"East India,North India",,"Cloves + Tea,Milk + Ghee","Constipation,Energy booster",30g
2344,Wild Nuts,Wild Kanda,Nut,628.9370712437451,19.82319677533628,29.482302698814035,52.10808439514588,11.85078417162145,"B2,E,K,A","Iron,Sodium,Manganese,Copper",Madhura,Shita,Madhura,Teekshna,"Reduces Pitta,Reduces Kapha","All,Winter",Guru,South India,,"Turmeric + Milk,Cloves + Tea,Fennel + Mint",Constipation,1/4 cup
2345,Wild Beef,Wild Asthi,Meat,259.355379330798,25.436688123882057,1.7237978448484021,15.998802368773324,1.8323675381858417,"B6,C,B1,K","Phosphorus,Calcium,Manganese,Iron",Amla,Ushna,Madhura,Manda,"Reduces Kapha,Balances Pitta,Aggravates Vata",All,Guru,"North India,East India","High cholesterol,Heart disease",Ginger + Honey,"Cooling agent,Liver support",1 piece
2346,Cold-pressed Oil,Taila,Oil,936.8312352043822,1.1461898362206626,0.0,103.02577164525994,1.4954753240269276,,"Potassium,Manganese,Zinc,Calcium,Iron","Kashaya,Amla",Shita,Madhura,"Manda,Guru","Reduces Kapha,Balances Pitta",All,Laghu,"East India,South India","High cholesterol,Kapha imbalance,Obesity","Cloves + Tea,Turmeric + Milk,Black pepper + Turmeric","Energy booster,Respiratory health",1 tbsp
2347,Crystallized Molasses,Crystallized Sharkara,Sweetener,441.4230012890447,1.5326362919340166,104.04988182012062,1.043793942355296,1.3754307447691443,B6,"Potassium,Selenium,Iron,Phosphorus",Madhura,Shita,Amla,"Laghu,Teekshna","Aggravates Vata,Aggravates Kapha,Reduces Kapha",Winter,Laghu,North India,"Kidney disease,Diabetes,Obesity,Kapha imbalance","Ginger + Honey,Cinnamon + Milk,Cloves + Tea","Stress relief,Joint health",1 tsp
2348,Rich Yogurt,Rich Dadhi,Dairy,84.90145058747844,3.145732080664912,2.249685374589383,2.8156666040188467,1.0308008804923938,"B3,K,D,C",Selenium,"Madhura,Kashaya,Amla",Ushna,Katu,Laghu,"Balances Vata,Aggravates Vata","Winter,All",Laghu,"North India,Coastal","Kapha imbalance,Pregnancy,Lactose intolerance,Acidity,Heart disease","Ginger + Honey,Cardamom + Tea,Turmeric + Milk","Immunity enhancer,Constipation,Joint health",2 tbsp
2349,Organic Cream,Organic Dugdha,Dairy,71.99716353828876,2.847422657937779,0.0,7.198895653314125,0.6944691200801971,"A,C,E,K","Sodium,Phosphorus,Selenium,Iron,Manganese","Amla,Lavana,Katu",Shita,Amla,Teekshna,"Aggravates Kapha,Aggravates Pitta","Summer,All",Laghu,"Himalayan,East India","Lactose intolerance,Kapha imbalance","Milk + Ghee,Coriander + Coconut",Cooling agent,1 cup
2350,Ground Powder,Ground Churna,Spice,326.83232203738453,12.72325470730525,54.62888454497084,5.993494309967323,26.193425932866624,"D,C","Manganese,Magnesium","Katu,Tikta,Lavana",Ushna,Amla,"Guru,Teekshna","Aggravates Kapha,Reduces Pitta,Aggravates Vata",Winter,Laghu,Pan-India,"Ulcer,Acidity,Pitta imbalance","Cloves + Tea,Cinnamon + Milk","Liver support,Joint health",1 tsp
2351,Creamy Butter,Makkhan,Dairy,80.34966020630714,3.9685922458543326,2.1359685322346085,4.953119487227469,0.8747364014453014,,Copper,"Kashaya,Madhura",Shita,Madhura,"Snigdha,Teekshna","Aggravates Vata,Balances Pitta","All,Summer",Laghu,West India,"Kidney disease,Lactose intolerance,Kapha imbalance,Autoimmune condition",Cumin + Rice,"Immunity enhancer,Energy booster,Respiratory health",1 cup
2352,Ground Essence,Ground Kalka,Spice,257.4889726283587,12.495051566583445,66.54227616581102,8.902770636080225,26.738862094249278,"E,B3",Iron,Lavana,Ushna,Katu,"Teekshna,Guru",Balances Pitta,Autumn,Guru,"Coastal,East India","Ulcer,Acidity,Pitta imbalance",Cardamom + Tea,Liver support,1g
2353,Natural Molasses,Natural Guda,Sweetener,377.7904372337659,0.10533791444834328,92.30963223877022,4.366943429257321,0.0,,Manganese,"Tikta,Kashaya",Ushna,Madhura,"Snigdha,Manda","Aggravates Kapha,Balances Kapha",All,Laghu,"East India,West India","Diabetes,Obesity,Kapha imbalance","Cinnamon + Milk,Cardamom + Tea,Cloves + Tea","Respiratory health,Digestive aid,Liver support",5g
2354,Green Beans,Green Masura,Legume,147.05650102277036,10.938020452651179,13.451312364950825,5.52758550557685,8.630019758181103,"B3,B12","Calcium,Phosphorus,Manganese,Potassium,Sodium",Katu,Shita,Madhura,Ruksha,"Aggravates Vata,Reduces Vata,Reduces Pitta","Spring,Monsoon",Laghu,Pan-India,"Bloating,Ulcer,Gas,Vata imbalance","Black pepper + Turmeric,Cloves + Tea","Digestive aid,Joint health,Cooling agent",50g
2355,Whole Beans,Whole Mudga,Legume,143.55872496088762,10.583936576863543,27.795286226393348,2.012549264956644,8.166200739154608,,"Phosphorus,Manganese","Tikta,Kashaya",Ushna,Katu,"Guru,Laghu","Balances Pitta,Aggravates Vata,Aggravates Kapha","Monsoon,Summer",Guru,South India,"Bloating,Gas,Vata imbalance","Cardamom + Tea,Cloves + Tea",Cooling agent,1/2 cup cooked
2356,Black Chickpeas,Black Masura,Legume,96.07848815392774,8.426880155548544,12.200240537238354,4.706234659893204,8.736722228529214,"K,D,B3","Manganese,Zinc,Phosphorus,Copper,Potassium","Madhura,Katu",Shita,Amla,"Laghu,Teekshna","Reduces Vata,Reduces Kapha","Autumn,All",Laghu,"Coastal,West India","Bloating,Gas,Vata imbalance",Cumin + Rice,Respiratory health,50g
2357,Raw Seeds,Raw Phala,Nut,566.5802253351757,20.266286045258443,22.431402927171618,49.964276001977886,11.752519096250492,D,"Magnesium,Copper,Phosphorus,Potassium,Selenium","Kashaya,Madhura,Katu",Ushna,Amla,Guru,"Aggravates Kapha,Balances Vata,Balances Pitta",Summer,Guru,"West India,Coastal",,"Milk + Ghee,Turmeric + Milk,Cloves + Tea","Anemia,Weight management",30g
2358,Farm Fresh Cream,Farm Dadhi,Dairy,45.71111950904648,3.063066629048186,0.0,7.327088618072612,1.7868747536182914,D,"Zinc,Phosphorus,Manganese","Katu,Kashaya",Shita,Madhura,Ruksha,Reduces Vata,Summer,Guru,"South India,North India","Lactose intolerance,Kapha imbalance","Cardamom + Tea,Cumin + Rice,Milk + Ghee","Respiratory health,Energy booster",100ml
2359,Tropical Berry,Tropical Falasava,Fruit,63.57534621451365,1.649291203097671,7.273841789740123,3.427779896618894,3.550516591458563,,"Calcium,Magnesium,Potassium","Kashaya,Madhura",Shita,Madhura,Teekshna,Balances Vata,"Summer,Monsoon",Laghu,"South India,North India",,Cumin + Rice,Liver support,1 cup sliced
2360,Black Barley,Yava,Grain,345.5936510361075,8.38827172018078,70.6130292077463,3.4945708300404927,3.4907442128511526,B6,"Potassium,Phosphorus,Selenium",Tikta,Ushna,Madhura,Snigdha,"Aggravates Pitta,Balances Pitta,Balances Kapha","Winter,Autumn",Guru,"South India,East India",,Cinnamon + Milk,"Cooling agent,Weight management,Anemia",1 cup cooked
2361,Wild Essence,Wild Kalka,Spice,336.94942098243723,12.251406689105917,66.82360700774595,7.537751681648958,26.965629152824185,"E,B12","Manganese,Iron","Kashaya,Amla",Shita,Amla,Laghu,"Aggravates Kapha,Balances Vata,Aggravates Vata",Spring,Guru,Coastal,"Kidney disease,Ulcer,Acidity,Pitta imbalance","Milk + Ghee,Coriander + Coconut",Energy booster,1 tsp
2362,Baby Leaf,Baby Kanda,Vegetable,34.42516406781708,0.06974112575474134,0.0,2.9912021523010752,2.86179181294922,B3,"Sodium,Zinc",Madhura,Ushna,Katu,Guru,"Balances Pitta,Reduces Vata,Aggravates Vata","Monsoon,All",Laghu,"East India,South India",Liver disease,"Ginger + Honey,Turmeric + Milk","Joint health,Skin health,Liver support",1 cup
2363,Farm Fresh Milk,Ksheera,Dairy,24.97077029655857,4.083225106699054,0.0,4.261292220559179,0.0,B3,,"Madhura,Katu,Lavana",Ushna,Katu,"Snigdha,Manda","Balances Vata,Reduces Kapha",Winter,Laghu,West India,"Lactose intolerance,Kapha imbalance",Cumin + Rice,"Energy booster,Stress relief,Skin health",100ml
2364,Free-range Lamb,Free-range Mamsa,Meat,220.12016705512366,24.525447985064833,2.532883999489311,15.645992954393474,1.4092694688140435,"B12,B1",Selenium,"Katu,Tikta",Ushna,Amla,Teekshna,Balances Vata,"Monsoon,Summer",Guru,West India,"High cholesterol,Heart disease","Black pepper + Turmeric,Fennel + Mint","Energy booster,Cooling agent,Weight management",1 piece
2365,Brown Rice,Shali,Grain,310.3973505712674,7.547525046879386,65.13872254279471,3.3664344713501073,3.6837226578884286,"K,B3,D,A","Potassium,Selenium","Tikta,Madhura",Shita,Madhura,Ruksha,"Balances Vata,Balances Pitta",Monsoon,Laghu,West India,,Cloves + Tea,"Joint health,Cooling agent,Liver support",1 bowl
2366,Black Chickpeas,Black Masura,Legume,161.97865049142422,9.504271900177486,28.87679210604618,2.433691652819715,6.991439995784901,"C,B1,E,K",,Kashaya,Ushna,Amla,"Guru,Ruksha","Reduces Vata,Balances Kapha,Aggravates Kapha",Winter,Laghu,Himalayan,"Bloating,Gas,Heart disease,Vata imbalance","Fennel + Mint,Cardamom + Tea",Stress relief,1 bowl
2367,Whole Blend,Whole Kalka,Spice,342.13565946001165,12.94542853559542,60.4389797522484,4.266054871962929,24.50913812752941,"B2,B1","Potassium,Calcium,Iron","Katu,Tikta,Amla",Ushna,Katu,Guru,"Aggravates Kapha,Aggravates Pitta,Reduces Vata","Winter,Spring",Guru,"Himalayan,East India","Ulcer,Underweight,Acidity,Pitta imbalance",Cloves + Tea,"Weight management,Joint health,Respiratory health",1 tsp
2368,Saltwater Sardine,Lavana,Fish,211.0547888168428,23.37022727698291,2.8291310578871602,12.45226689250979,0.2920729213033534,,"Phosphorus,Iron,Selenium,Calcium","Kashaya,Amla,Madhura",Shita,Amla,Ruksha,"Balances Pitta,Balances Kapha,Balances Vata","All,Summer",Laghu,Coastal,,Black pepper + Turmeric,Constipation,1 piece
2369,Organic Butter,Makkhan,Oil,928.7274836343745,0.8508442350766767,4.63382986483305,102.01136306783818,1.4962531174793454,"B1,B3,D,C","Magnesium,Iron,Sodium,Phosphorus,Zinc","Madhura,Tikta",Shita,Amla,"Snigdha,Guru",Reduces Kapha,"Summer,Monsoon",Laghu,East India,"High cholesterol,Kapha imbalance,Obesity","Black pepper + Turmeric,Cardamom + Tea,Cloves + Tea","Liver support,Energy booster",1 tsp
2370,Wild Essence,Wild Kalka,Spice,292.2080546207566,11.02595461982727,67.9501637158543,7.767566499658406,25.14410578687067,"B6,B2,B3,B1",Phosphorus,"Madhura,Kashaya",Shita,Katu,"Manda,Guru",Balances Vata,"Winter,Autumn",Laghu,East India,"Ulcer,Acidity,Pitta imbalance",Fennel + Mint,"Liver support,Anemia,Stress relief",1g
2371,Organic Ghee,Ghrita,Oil,850.2277341979893,1.059751203757627,0.0,101.59991479133812,0.32134191062740836,"D,B6,C","Manganese,Calcium,Zinc,Selenium,Sodium",Lavana,Ushna,Amla,"Guru,Snigdha",Reduces Vata,"Spring,Monsoon",Guru,Himalayan,"High cholesterol,Kapha imbalance,Obesity",Coriander + Coconut,"Respiratory health,Cooling agent,Energy booster",1 tsp
2372,Organic Butter,Makkhan,Dairy,107.62388006400951,3.097978083399959,8.232299527835567,5.258668528901944,0.5699296014775923,,"Selenium,Calcium,Zinc,Copper,Potassium",Katu,Ushna,Katu,Manda,"Balances Vata,Aggravates Pitta,Balances Kapha",Monsoon,Guru,North India,"Lactose intolerance,Kapha imbalance",Cumin + Rice,"Respiratory health,Stress relief",100ml
2373,Seawater Fish,Jala,Fish,233.07809639518058,23.04700789832448,7.359076662129201,15.579991193708857,0.0,,"Selenium,Zinc,Sodium,Magnesium","Amla,Katu,Kashaya",Shita,Amla,Guru,"Reduces Kapha,Balances Vata,Aggravates Vata","All,Spring",Laghu,West India,,"Ginger + Honey,Fennel + Mint",Constipation,100g
2374,Cold-pressed Oil,Taila,Oil,883.0959532690168,1.5443425168369633,0.0,102.79840652649447,1.4950479104914034,E,"Calcium,Potassium","Madhura,Katu,Tikta",Ushna,Madhura,Snigdha,"Reduces Kapha,Aggravates Kapha","Winter,Spring",Guru,Himalayan,"High cholesterol,Kapha imbalance,Obesity","Turmeric + Milk,Cloves + Tea,Cinnamon + Milk","Cooling agent,Stress relief",1 tsp
2375,Organic Cream,Organic Ksheera,Dairy,89.98650100634147,3.7465034025892168,0.0,4.628516911878341,0.0,,,"Lavana,Tikta,Madhura",Ushna,Amla,"Ruksha,Snigdha",Reduces Vata,"Monsoon,Summer",Guru,North India,"Lactose intolerance,Kapha imbalance","Milk + Ghee,Cinnamon + Milk","Weight management,Digestive aid",2 tbsp
2376,Raw Nuts,Raw Kanda,Nut,629.1971482166409,19.397206865266554,29.885530978899475,52.526366476383785,10.22458956550018,"E,D","Copper,Zinc,Manganese",Tikta,Ushna,Madhura,Guru,"Balances Kapha,Reduces Kapha,Reduces Pitta",Spring,Guru,"East India,West India","Liver disease,Thyroid disorder","Cinnamon + Milk,Ginger + Honey",Constipation,1/4 cup
2377,Organic Ghee,Ghrita,Oil,898.806431852695,0.0,0.0,99.85775007728392,0.8423261617881808,"B2,B1","Selenium,Calcium,Zinc",Amla,Ushna,Katu,"Teekshna,Snigdha",Reduces Pitta,Autumn,Guru,"East India,West India","Fever,Kapha imbalance,Thyroid disorder,High cholesterol,Obesity",Cloves + Tea,"Anemia,Joint health",5ml
2378,Cold-pressed Oil,Taila,Oil,931.2416154521345,1.0647364497292502,0.0,99.6941843330135,0.7836798571025756,,"Selenium,Zinc,Copper,Calcium,Magnesium",Tikta,Ushna,Katu,Snigdha,"Reduces Kapha,Balances Pitta","Autumn,Spring",Laghu,Pan-India,"High cholesterol,Kapha imbalance,Obesity",Cinnamon + Milk,"Joint health,Liver support",5ml
2379,Sour Citrus,Sour Phala,Fruit,108.0810955147711,1.758780782240465,22.078429367349862,2.547561128166259,2.996609968174038,"C,K,B2,B1","Copper,Iron,Phosphorus","Amla,Tikta,Madhura",Shita,Madhura,Guru,"Aggravates Vata,Balances Kapha","Winter,Summer",Guru,Himalayan,,"Cloves + Tea,Turmeric + Milk","Cooling agent,Constipation",1 medium
2380,Sour Citrus,Sour Amritaphala,Fruit,90.10121387352498,1.663101776486637,10.881998623584266,4.314596136080618,3.444194365561459,"D,B1,C","Magnesium,Zinc,Copper","Madhura,Lavana,Kashaya",Shita,Katu,Teekshna,Aggravates Pitta,Summer,Guru,Coastal,,"Cinnamon + Milk,Black pepper + Turmeric",Immunity enhancer,1 cup sliced
2381,Whole Peas,Whole Mudga,Legume,93.02101761683818,8.0740320149083,20.37659981613729,0.9892380362828843,8.102103884551962,"B2,B3,E","Calcium,Iron,Potassium",Lavana,Ushna,Madhura,"Ruksha,Teekshna","Balances Kapha,Reduces Kapha,Aggravates Vata","Autumn,Monsoon",Guru,Pan-India,"Vata imbalance,Gas,High cholesterol,Allergy,Bloating,Autoimmune condition",Milk + Ghee,"Weight management,Digestive aid,Skin health",1 bowl
2382,Brown Wheat,Godhum,Grain,377.01539500411985,9.830655579441267,66.56203403210111,1.7266963882616775,3.6217312757326425,"E,B6","Selenium,Copper,Potassium,Iron","Lavana,Tikta",Ushna,Amla,Laghu,"Reduces Pitta,Balances Vata,Aggravates Vata",Summer,Guru,North India,,"Ginger + Honey,Cardamom + Tea,Milk + Ghee",Constipation,100g
2383,Organic Essence,Organic Phala,Spice,278.0542604447982,11.2384131874309,62.83327112736604,6.856067452278014,25.130867576794287,"C,K,A,E",,Kashaya,Ushna,Katu,Manda,Balances Pitta,"Spring,All",Guru,Himalayan,"Ulcer,Acidity,Pitta imbalance","Black pepper + Turmeric,Cloves + Tea,Turmeric + Milk",Constipation,1 tsp
2384,Seawater Tuna,Jala,Fish,182.4724089199508,22.672369942277495,0.0,16.65101727757253,1.4276216935980002,D,"Copper,Zinc,Manganese,Magnesium","Madhura,Amla",Ushna,Madhura,"Snigdha,Ruksha","Aggravates Vata,Reduces Pitta,Aggravates Pitta",Autumn,Laghu,South India,,"Turmeric + Milk,Cumin + Rice",Stress relief,1 fillet
2385,Green Beans,Green Masura,Legume,133.8632961622593,9.07163814349776,12.636810096574527,4.1255545521037,7.575165772013922,,Sodium,"Katu,Madhura",Shita,Amla,Teekshna,"Balances Pitta,Balances Vata,Balances Kapha",All,Laghu,"Pan-India,Coastal","Bloating,Gas,Vata imbalance","Fennel + Mint,Cinnamon + Milk,Cardamom + Tea","Constipation,Immunity enhancer",1 bowl
2386,Whole Blend,Whole Churna,Spice,337.30901223861355,11.831319680208743,69.63787029603029,8.72822968805145,26.137918717823005,B12,,Lavana,Shita,Madhura,Guru,"Balances Vata,Balances Pitta,Aggravates Pitta","Autumn,Spring",Guru,Pan-India,"Ulcer,Acidity,Pitta imbalance",Cinnamon + Milk,"Energy booster,Digestive aid",1g
2387,Brown Barley,Yava,Grain,334.7196801098642,9.742019869832607,72.09549998512331,2.3021956991079806,3.479869176892504,D,"Calcium,Iron","Lavana,Kashaya",Shita,Madhura,Teekshna,"Balances Kapha,Aggravates Kapha,Balances Pitta",Summer,Laghu,North India,,Cardamom + Tea,Anemia,1 cup cooked
2388,Organic Molasses,Organic Sharkara,Sweetener,401.1374623290975,0.0,93.25570126089875,2.4973993215846653,1.7171445486059889,"K,B1","Selenium,Manganese,Iron,Zinc",Amla,Shita,Katu,Ruksha,Balances Vata,"Monsoon,All",Guru,Coastal,"Diabetes,Obesity,Kapha imbalance",Ginger + Honey,"Respiratory health,Weight management,Immunity enhancer",1 tsp
